name	country	lat	lon	population	timezone
Shanghai	CN	31.22222	121.45806	24874500	Asia/Shanghai
Beijing	CN	39.9075	116.39723	18960744	Asia/Shanghai
Shenzhen	CN	22.54554	114.0683	17494398	Asia/Shanghai
Guangzhou	CN	23.11667	113.25	16096724	Asia/Shanghai
Kinshasa	CD	-4.32758	15.31357	16000000	Africa/Kinshasa
Istanbul	TR	41.01384	28.94966	15701602	Europe/Istanbul
Lagos	NG	6.45407	3.39467	15388000	Africa/Lagos
Ho Chi Minh City	VN	10.82302	106.62965	14002598	Asia/Ho_Chi_Minh
Chengdu	CN	30.66667	104.06667	13568357	Asia/Shanghai
Lahore	PK	31.558	74.35071	13004135	Asia/Karachi
Mumbai	IN	19.07283	72.88261	12691836	Asia/Kolkata
São Paulo	BR	-23.5475	-46.63611	12400232	America/Sao_Paulo
Mexico City	MX	19.42847	-99.12766	12294193	America/Mexico_City
Karachi	PK	24.8608	67.0104	11624219	Asia/Karachi
Tianjin	CN	39.14222	117.17667	11090314	Asia/Shanghai
Delhi	IN	28.65195	77.23149	11034555	Asia/Kolkata
Wuhan	CN	30.58333	114.26667	10392693	Asia/Shanghai
Moscow	RU	55.75204	37.61781	10381222	Europe/Moscow
Dhaka	BD	23.7104	90.40744	10356500	Asia/Dhaka
Seoul	KR	37.566	126.9784	10349312	Asia/Seoul
Tokyo	JP	35.6895	139.69171	9733276	Asia/Tokyo
Dongguan	CN	23.01797	113.74866	9644871	Asia/Shanghai
Cairo	EG	30.06263	31.24967	9606916	Africa/Cairo
Xi’an	CN	34.25833	108.92861	9600000	Asia/Shanghai
Johannesburg	ZA	-26.20227	28.04363	9418183	Africa/Johannesburg
Nanjing	CN	32.06167	118.77778	9314685	Asia/Shanghai
Hangzhou	CN	30.29365	120.16142	9236032	Asia/Shanghai
Foshan	CN	23.02677	113.13148	9042509	Asia/Shanghai
London	GB	51.50853	-0.12574	8961989	Europe/London
New York City	US	40.71427	-74.00597	8804190	America/New_York
Jakarta	ID	-6.21462	106.84513	8540121	Asia/Jakarta
Bengaluru	IN	12.97194	77.59369	8495492	Asia/Kolkata
Hanoi	VN	21.0245	105.84117	8053663	Asia/Bangkok
Taipei	TW	25.05306	121.52639	7871900	Asia/Taipei
Lima	PE	-12.04318	-77.02824	7737002	America/Lima
Bogotá	CO	4.60971	-74.08175	7674366	America/Bogota
Chongqing	CN	29.56026	106.55771	7457599	Asia/Shanghai
Hong Kong	HK	22.27832	114.17469	7396076	Asia/Hong_Kong
Baghdad	IQ	33.34058	44.40088	7216000	Asia/Baghdad
Wuzhong	CN	37.9867	106.201	7202654	Asia/Shanghai
Qingdao	CN	36.06488	120.38042	7172451	Asia/Shanghai
Tehran	IR	35.69439	51.42151	7153309	Asia/Tehran
Shenyang	CN	41.79222	123.43278	7050000	Asia/Shanghai
Hyderabad	IN	17.38405	78.45636	6993262	Asia/Kolkata
Rio de Janeiro	BR	-22.90642	-43.18223	6747815	America/Sao_Paulo
Suzhou	CN	31.30408	120.59538	6715559	Asia/Shanghai
Ahmedabad	IN	23.02579	72.58727	6357693	Asia/Kolkata
Abidjan	CI	5.35444	-4.00167	6321017	Africa/Abidjan
Pudong	CN	31.23995	121.50094	5681512	Asia/Shanghai
Singapore	SG	1.28967	103.85007	5638700	Asia/Singapore
Sydney	AU	-33.86785	151.20732	5557233	Australia/Sydney
Dar es Salaam	TZ	-6.82349	39.26951	5383728	Africa/Dar_es_Salaam
Saint Petersburg	RU	59.93863	30.31413	5351935	Europe/Moscow
Melbourne	AU	-37.814	144.96332	5350705	Australia/Melbourne
Alexandria	EG	31.20176	29.91582	5263542	Africa/Cairo
Harbin	CN	45.75	126.65	5242897	Asia/Shanghai
Bangkok	TH	13.75398	100.50144	5104476	Asia/Bangkok
Hefei	CN	31.86389	117.28083	5050000	Asia/Shanghai
Dalian	CN	38.91222	121.60222	4913879	Asia/Shanghai
Kano	NG	12.00012	8.51672	4910000	Africa/Lagos
Santiago	CL	-33.45694	-70.64827	4837295	America/Santiago
Cape Town	ZA	-33.92584	18.42322	4772846	Africa/Johannesburg
Peshawar	PK	34.008	71.57849	4758762	Asia/Karachi
Changchun	CN	43.88	125.32278	4714996	Asia/Shanghai
Jeddah	SA	21.49012	39.18624	4697000	Asia/Riyadh
Chennai	IN	13.08784	80.27847	4681087	Asia/Kolkata
Kolkata	IN	22.56263	88.36304	4631392	Asia/Kolkata
Xiamen	CN	24.47979	118.08187	4617251	Asia/Shanghai
Surat	IN	21.19594	72.83023	4591246	Asia/Kolkata
Yangon	MM	16.80528	96.15611	4477638	Asia/Yangon
Bao'an	CN	22.55213	113.88288	4476554	Asia/Shanghai
Kabul	AF	34.52813	69.17233	4434550	Asia/Kabul
Nairobi	KE	-1.28333	36.81667	4397073	Africa/Nairobi
Wuxi	CN	31.56887	120.28857	4396835	Asia/Shanghai
Giza	EG	30.00944	31.20861	4367343	Africa/Cairo
Jinan	CN	36.66833	116.99722	4335989	Asia/Shanghai
Taiyuan	CN	37.86944	112.56028	4303673	Asia/Shanghai
Zhengzhou	CN	34.75778	113.64861	4253913	Asia/Shanghai
Bamako	ML	12.60915	-7.97522	4227569	Africa/Bamako
Riyadh	SA	24.68773	46.72185	4205961	Asia/Riyadh
New Taipei City	TW	25.06199	121.45703	4004367	Asia/Taipei
New Territories	HK	22.42441	114.11095	3984077	Asia/Hong_Kong
Shijiazhuang	CN	38.04139	114.47861	3938513	Asia/Shanghai
Chattogram	BD	22.3384	91.83168	3920222	Asia/Dhaka
Addis Ababa	ET	9.02497	38.74689	3860000	Africa/Addis_Ababa
Kunming	CN	25.03889	102.71833	3855346	Asia/Shanghai
Zhongshan	CN	22.52306	113.37912	3841873	Asia/Shanghai
Nanning	CN	22.81667	108.31667	3839800	Asia/Shanghai
Shantou	CN	23.35489	116.67876	3838900	Asia/Shanghai
Los Angeles	US	34.05223	-118.24368	3820914	America/Los_Angeles
Faisalabad	PK	31.41554	73.08969	3800193	Asia/Karachi
Dubai	AE	25.07725	55.30927	3790000	Asia/Dubai
Yokohama	JP	35.43333	139.65	3777491	Asia/Tokyo
Fuzhou	CN	26.06139	119.30611	3740000	Asia/Shanghai
Ningbo	CN	29.87819	121.54945	3731203	Asia/Shanghai
Casablanca	MA	33.58831	-7.61138	3665954	Africa/Casablanca
Ibadan	NG	7.37756	3.90591	3649000	Africa/Lagos
Puyang	CN	29.45679	119.88872	3590000	Asia/Shanghai
Ankara	TR	39.91987	32.85427	3517182	Europe/Istanbul
Shiyan	CN	32.6475	110.77806	3460000	Asia/Shanghai
Berlin	DE	52.52437	13.41053	3426354	Europe/Berlin
Tangshan	CN	39.64381	118.18319	3372102	Asia/Shanghai
Rawalpindi	PK	33.59733	73.0479	3357612	Asia/Karachi
Lüliang	CN	37.5192	111.14436	3346500	Asia/Shanghai
Durban	ZA	-29.8579	31.0292	3338026	Africa/Johannesburg
Changzhou	CN	31.77359	119.95401	3290918	Asia/Shanghai
Busan	KR	35.10168	129.03004	3285147	Asia/Seoul
Madrid	ES	40.4165	-3.70256	3255944	Europe/Madrid
Pyongyang	KP	39.03385	125.75432	3222000	Asia/Pyongyang
Zibo	CN	36.79056	118.06333	3129228	Asia/Shanghai
Pune	IN	18.51957	73.85535	3124458	Asia/Kolkata
Bursa	TR	40.19559	29.06013	3101833	Europe/Istanbul
Changsha	CN	28.19874	112.97087	3093980	Asia/Shanghai
Quezon City	PH	14.6488	121.0509	3084270	Asia/Manila
Jaipur	IN	26.91962	75.78781	3046163	Asia/Kolkata
Guiyang	CN	26.58333	106.71667	3037159	Asia/Shanghai
Ürümqi	CN	43.80096	87.60046	3029372	Asia/Urumqi
Incheon	KR	37.45646	126.70515	3015482	Asia/Seoul
Lanzhou	CN	36.05701	103.83987	3000000	Asia/Shanghai
Caracas	VE	10.48801	-66.87919	3000000	America/Caracas
Kyiv	UA	50.45466	30.5238	2952301	Europe/Kyiv
İzmir	TR	38.41273	27.13838	2938292	Europe/Istanbul
Huizhou	CN	23.11147	114.41523	2900113	Asia/Shanghai
Buenos Aires	AR	-34.61315	-58.37723	2891082	America/Argentina/Buenos_Aires
Surabaya	ID	-7.24917	112.75083	2874314	Asia/Jakarta
Haikou	CN	20.03421	110.34651	2873358	Asia/Shanghai
Taichung	TW	24.1469	120.6839	2850285	Asia/Taipei
Kanpur	IN	26.46523	80.34975	2823249	Asia/Kolkata
Toronto	CA	43.70643	-79.39864	2794356	America/Toronto
Quito	EC	-0.22985	-78.52495	2781641	America/Guayaquil
Brisbane	AU	-27.46794	153.02809	2780063	Australia/Brisbane
Luanda	AO	-8.83682	13.23432	2776168	Africa/Luanda
Osaka	JP	34.69379	135.50107	2753862	Asia/Tokyo
Linyi	CN	35.06306	118.34278	2743843	Asia/Shanghai
Baoding	CN	38.87288	115.46246	2739887	Asia/Shanghai
Kaohsiung	TW	22.61626	120.31333	2737660	Asia/Taipei
Brooklyn	US	40.6501	-73.94958	2736074	America/New_York
Guayaquil	EC	-2.19616	-79.88621	2723665	America/Guayaquil
Belo Horizonte	BR	-19.92083	-43.93778	2721564	America/Sao_Paulo
Minhang	CN	31.10881	121.37471	2716600	Asia/Shanghai
Bazhong	CN	31.8694	106.74432	2712894	Asia/Shanghai
Salvador	BR	-12.97563	-38.49096	2711840	America/Bahia
Abuja	NG	9.05785	7.49508	2690000	Africa/Lagos
Gazipur	BD	23.99844	90.42234	2674697	Asia/Dhaka
Chicago	US	41.85003	-87.65005	2664452	America/Chicago
Wenzhou	CN	27.99942	120.66682	2650000	Asia/Shanghai
Dakar	SN	14.6937	-17.44406	2646503	Africa/Dakar
Haiphong	VN	20.86481	106.68345	2625200	Asia/Bangkok
Yunfu	CN	22.92787	112.03809	2612800	Asia/Shanghai
Navi Mumbai	IN	19.03681	73.01582	2600000	Asia/Kolkata
Mogadishu	SO	2.03711	45.34375	2587183	Africa/Mogadishu
Bekasi	ID	-6.2349	106.9896	2564940	Asia/Jakarta
Kumasi	GH	6.68848	-1.62443	2544530	Africa/Accra
Gujranwala	PK	32.15567	74.18705	2511118	Asia/Karachi
Huai'an	CN	33.58861	119.01917	2494013	Asia/Shanghai
Lucknow	IN	26.83928	80.92313	2472011	Asia/Kolkata
Bandung	ID	-6.92222	107.60694	2444160	Asia/Jakarta
Medan	ID	3.58333	98.66667	2435252	Asia/Jakarta
Ouagadougou	BF	12.36566	-1.53388	2415266	Africa/Ouagadougou
Nagpur	IN	21.14631	79.08491	2405665	Asia/Kolkata
Fortaleza	BR	-3.71722	-38.54306	2400000	America/Fortaleza
Cali	CO	3.43054	-76.5199	2392877	America/Bogota
Daegu	KR	35.87028	128.59111	2365523	Asia/Seoul
Algiers	DZ	36.73225	3.08746	2364230	Africa/Algiers
Nanchang	CN	28.68396	115.85306	2357839	Asia/Shanghai
Baku	AZ	40.37767	49.89201	2351300	Asia/Baku
Hohhot	CN	40.81056	111.65222	2350000	Asia/Shanghai
Nagoya	JP	35.18147	136.90641	2332176	Asia/Tokyo
Rome	IT	41.89193	12.51133	2318895	Europe/Rome
Queens	US	40.68149	-73.83652	2316841	America/New_York
Houston	US	29.76328	-95.36327	2314157	America/Chicago
Perth	AU	-31.95224	115.8614	2309338	Australia/Perth
Mashhad	IR	36.29807	59.60567	2307177	Asia/Tehran
Shaoxing	CN	30.00237	120.57864	2300000	Asia/Shanghai
Nantong	CN	32.03028	120.87472	2273326	Asia/Shanghai
Baoshan	CN	31.40845	121.48956	2265900	Asia/Shanghai
Kowloon	HK	22.31667	114.18333	2232339	Asia/Hong_Kong
Yantai	CN	37.47649	121.44081	2227733	Asia/Shanghai
Gaziantep	TR	37.05944	37.3825	2222415	Europe/Istanbul
Lubumbashi	CD	-11.66089	27.47938	2221925	Africa/Lubumbashi
Manaus	BR	-3.10194	-60.025	2219580	America/Manaus
Lusaka	ZM	-15.40669	28.28713	2212301	Africa/Lusaka
Brasília	BR	-15.77972	-47.92972	2207718	America/Sao_Paulo
Zhuhai	CN	22.27694	113.56778	2207090	Asia/Shanghai
Santo Domingo	DO	18.47186	-69.89232	2201941	America/Santo_Domingo
Lomé	TG	6.12874	1.22154	2188376	Africa/Lome
Multan	PK	30.19679	71.47824	2169915	Asia/Karachi
Havana	CU	23.13302	-82.38304	2163824	America/Havana
Baotou	CN	40.6516	109.84389	2150000	Asia/Shanghai
Depok	ID	-6.4	106.81861	2145400	Asia/Jakarta
Paris	FR	48.85341	2.3488	2138551	Europe/Paris
Coimbatore	IN	11.00555	76.96612	2136916	Asia/Kolkata
Qingyang	CN	35.70976	107.64455	2125400	Asia/Shanghai
Port Harcourt	NG	4.77742	7.0134	2120000	Africa/Lagos
Pretoria	ZA	-25.74486	28.18783	2112693	Africa/Johannesburg
Córdoba	AR	-31.40648	-64.18853	2106734	America/Argentina/Cordoba
Mbuji-Mayi	CD	-6.13603	23.58979	2101332	Africa/Lubumbashi
Aleppo	SY	36.20124	37.16117	2098210	Asia/Damascus
Kunshan	CN	31.37762	120.95431	2092496	Asia/Shanghai
Al Mawşil al Jadīdah	IQ	36.33271	43.10555	2065597	Asia/Baghdad
Weifang	CN	36.71	119.10194	2044028	Asia/Shanghai
Zunyi	CN	27.68667	106.90722	2037775	Asia/Shanghai
Al Başrah al Qadīmah	IQ	30.50316	47.81507	2015483	Asia/Baghdad
La Paz	BO	-16.5	-68.15	2004652	America/La_Paz
Lianyungang	CN	34.59845	119.21556	2001009	Asia/Shanghai
Medellín	CO	6.245	-75.57151	1999979	America/Bogota
Indore	IN	22.71792	75.8333	1994397	Asia/Kolkata
Brazzaville	CG	-4.26613	15.28318	1982000	Africa/Brazzaville
Tashkent	UZ	41.26465	69.21627	1978028	Asia/Tashkent
Ganzhou	CN	25.84664	114.9326	1977253	Asia/Shanghai
Almaty	KZ	43.25249	76.9115	1977011	Asia/Almaty
Khartoum	SD	15.55177	32.53241	1974647	Africa/Khartoum
Hamburg	DE	53.55073	9.99302	1973896	Europe/Berlin
Sapporo	JP	43.06667	141.35	1973832	Asia/Tokyo
Songjiang	CN	31.03443	121.22326	1973500	Asia/Shanghai
Accra	GH	5.55602	-0.1969	1963264	Africa/Accra
Curitiba	BR	-25.42778	-49.27306	1948626	America/Sao_Paulo
Ordos	CN	39.6086	109.78157	1940653	Asia/Shanghai
Sanaa	YE	15.35452	44.20646	1937451	Asia/Aden
Conakry	GN	9.53795	-13.67729	1928389	Africa/Conakry
Tijuana	MX	32.5027	-117.00371	1922523	America/Tijuana
Hyderabad	PK	25.39689	68.37718	1921275	Asia/Karachi
Beirut	LB	33.89332	35.50157	1916100	Asia/Beirut
Tangerang	ID	-6.17806	106.63	1912679	Asia/Jakarta
Jieyang	CN	23.5418	116.36581	1899394	Asia/Shanghai
Jilin	CN	43.84652	126.5608	1895865	Asia/Shanghai
Jiading	CN	31.38575	121.24465	1886100	Asia/Shanghai
Bucharest	RO	44.43225	26.10626	1877155	Europe/Bucharest
Camayenne	GN	9.535	-13.68778	1871242	Africa/Conakry
Kakamega	KE	0.28422	34.75229	1867579	Africa/Nairobi
Shangqiu	CN	34.4143	115.65613	1859723	Asia/Shanghai
Nanchong	CN	30.79508	106.08473	1858875	Asia/Shanghai
Tainan	TW	22.99083	120.21333	1856642	Asia/Taipei
Datong	CN	40.09361	113.29139	1850000	Asia/Shanghai
Kaduna	NG	10.52641	7.43879	1850000	Africa/Lagos
Omdurman	SD	15.64453	32.47773	1849659	Africa/Khartoum
Davao	PH	7.07306	125.61278	1848947	Asia/Manila
Thāne	IN	19.19704	72.96355	1841488	Asia/Kolkata
Iztapalapa	MX	19.35529	-99.06224	1835486	America/Mexico_City
Diyarbakır	TR	37.91363	40.21721	1833684	Europe/Istanbul
Santa Cruz de la Sierra	BO	-17.78629	-63.18117	1831434	America/La_Paz
Vadodara	IN	22.29941	73.20812	1822221	Asia/Kolkata
Adana	TR	36.98615	35.32531	1816750	Europe/Istanbul
Nanyang	CN	33.00524	112.54659	1811812	Asia/Shanghai
Abu Dhabi	AE	24.45118	54.39696	1807000	Asia/Dubai
Sharjah	AE	25.3342	55.41221	1800000	Asia/Dubai
Bhopal	IN	23.25469	77.40289	1798218	Asia/Kolkata
Jiangmen	CN	22.58333	113.08333	1795459	Asia/Shanghai
Benin City	NG	6.33815	5.62575	1782000	Africa/Lagos
Jiangyin	CN	31.91102	120.26302	1779515	Asia/Shanghai
Fuyang	CN	32.9	115.81667	1768947	Asia/Shanghai
Montréal	CA	45.50884	-73.58781	1762949	America/Toronto
Bayan Nur	CN	40.74143	107.38599	1760000	Asia/Shanghai
Maracaibo	VE	10.64232	-71.61089	1752602	America/Caracas
Chaozhou	CN	23.65396	116.62262	1750945	Asia/Shanghai
Minsk	BY	53.90019	27.56653	1742124	Europe/Minsk
Budapest	HU	47.49835	19.04045	1741041	Europe/Budapest
Qingyuan	CN	23.7	113.03333	1738424	Asia/Shanghai
Tai’an	CN	36.18528	117.12	1735425	Asia/Shanghai
Rasapūdipalem	IN	17.73308	83.31622	1728128	Asia/Kolkata
Pimpri-Chinchwad	IN	18.61867	73.80375	1727692	Asia/Kolkata
Caloocan	PH	14.64953	120.96788	1712945	Asia/Manila
Warsaw	PL	52.22977	21.01178	1702139	Europe/Warsaw
Soweto	ZA	-26.26781	27.85849	1695047	Africa/Johannesburg
Puebla	MX	19.04778	-98.20723	1692181	America/Mexico_City
Vienna	AT	48.20849	16.37208	1691468	Europe/Vienna
Barcelona	ES	41.38879	2.15899	1686208	Europe/Madrid
Patna	IN	25.59408	85.13563	1684297	Asia/Kolkata
Mosul	IQ	36.335	43.11889	1683000	Asia/Baghdad
Kallakurichi	IN	11.73379	78.95925	1682687	Asia/Kolkata
Kampala	UG	0.31628	32.58219	1680600	Africa/Kampala
Xining	CN	36.62554	101.75739	1677177	Asia/Shanghai
Changshu	CN	31.64615	120.74221	1677050	Asia/Shanghai
Palembang	ID	-2.91673	104.7458	1668848	Asia/Jakarta
Huainan	CN	32.62639	116.99694	1666826	Asia/Shanghai
Rabat	MA	34.01325	-6.83255	1655753	Africa/Casablanca
Semarang	ID	-6.99306	110.42083	1653524	Asia/Jakarta
Recife	BR	-8.05389	-34.88111	1653461	America/Recife
Phoenix	US	33.44838	-112.07404	1650070	America/Phoenix
Suzhou	CN	33.63611	116.97889	1647642	Asia/Shanghai
Ecatepec de Morelos	MX	19.60492	-99.06064	1645352	America/Mexico_City
Lu’an	CN	31.73561	116.51688	1644344	Asia/Shanghai
Valencia	VE	10.16153	-68.00044	1619470	America/Caracas
Ludhiana	IN	30.91204	75.85379	1618879	Asia/Kolkata
Yancheng	CN	33.3575	120.1573	1615717	Asia/Shanghai
Novosibirsk	RU	55.02259	82.93175	1612833	Asia/Novosibirsk
Erbil	IQ	36.19117	44.00943	1612700	Asia/Baghdad
Fukuoka	JP	33.6	130.41667	1612392	Asia/Tokyo
Taizhou	CN	32.49069	119.90812	1607108	Asia/Shanghai
Daqing	CN	46.58333	125.0	1604027	Asia/Shanghai
Manila	PH	14.6042	120.9822	1600000	Asia/Manila
Wuhu	CN	31.35259	118.42947	1598165	Asia/Shanghai
Santiago de Querétaro	MX	20.58806	-100.38806	1594212	America/Mexico_City
Dazhou	CN	31.2106	107.46308	1589435	Asia/Shanghai
Yangzhou	CN	32.39722	119.43583	1584237	Asia/Shanghai
León de los Aldama	MX	21.12183	-101.68253	1579803	America/Mexico_City
Makkah	SA	21.42664	39.82563	1578722	Asia/Riyadh
Philadelphia	US	39.95238	-75.16362	1573916	America/New_York
Phnom Penh	KH	11.56245	104.91601	1573544	Asia/Phnom_Penh
Guilin	CN	25.28022	110.29639	1572300	Asia/Shanghai
Damascus	SY	33.5102	36.29128	1569394	Asia/Damascus
Quetta	PK	30.18414	67.00141	1565546	Asia/Karachi
Zhaoqing	CN	23.04893	112.46091	1553109	Asia/Shanghai
Onitsha	NG	6.14978	6.78569	1553000	Africa/Lagos
Mianyang	CN	31.46784	104.68168	1550000	Asia/Shanghai
Auckland	NZ	-36.84853	174.76349	1547200	Pacific/Auckland
Isfahan	IR	32.65246	51.67462	1547164	Asia/Tehran
Wanzhou	CN	30.76451	108.39586	1545900	Asia/Shanghai
Harare	ZW	-17.82772	31.05337	1542813	Africa/Harare
Monrovia	LR	6.30054	-10.7969	1542549	Africa/Monrovia
Putian	CN	25.43944	119.01028	1539389	Asia/Shanghai
Kawasaki	JP	35.52056	139.71722	1538262	Asia/Tokyo
Goiânia	BR	-16.67861	-49.25389	1536097	America/Sao_Paulo
San Antonio	US	29.42412	-98.49363	1526656	America/Chicago
Kobe	JP	34.6913	135.183	1525152	Asia/Tokyo
Stockholm	SE	59.32938	18.06871	1515017	Europe/Stockholm
Ciudad Juárez	MX	31.72024	-106.46084	1512450	America/Ciudad_Juarez
Cần Thơ	VN	10.03711	105.78825	1507187	Asia/Ho_Chi_Minh
Munich	DE	48.13743	11.57549	1505005	Europe/Berlin
Khulna	BD	22.80979	89.56439	1500689	Asia/Dhaka
Belém	BR	-1.45583	-48.50444	1499641	America/Belem
Yekaterinburg	RU	56.85733	60.61529	1495066	Asia/Yekaterinburg
Porto Alegre	BR	-30.03283	-51.23019	1488252	America/Sao_Paulo
Yinchuan	CN	38.46806	106.27306	1487579	Asia/Shanghai
Manhattan	US	40.78343	-73.96625	1487536	America/New_York
Nashik	IN	19.99727	73.79096	1486053	Asia/Kolkata
Taizhou	CN	28.66266	121.43312	1485502	Asia/Shanghai
Asunción	PY	-25.28646	-57.647	1482200	America/Asuncion
Yiwu	CN	29.31506	120.07676	1481384	Asia/Shanghai
Zapopan	MX	20.72111	-103.38742	1476491	America/Mexico_City
Adelaide	AU	-34.92866	138.59863	1469163	Australia/Adelaide
Quanzhou	CN	24.91389	118.58583	1469157	Asia/Shanghai
Madurai	IN	9.919	78.11953	1465625	Asia/Kolkata
Jinhua	CN	29.10678	119.64421	1463990	Asia/Shanghai
Kyoto	JP	35.02107	135.75385	1463723	Asia/Tokyo
Cixi	CN	30.1764	121.2457	1457510	Asia/Shanghai
Changde	CN	29.03205	111.69844	1457419	Asia/Shanghai
Kuala Lumpur	MY	3.1412	101.68653	1453975	Asia/Kuala_Lumpur
Kayseri	TR	38.73222	35.48528	1452458	Europe/Istanbul
Kaifeng	CN	34.7986	114.30742	1451741	Asia/Shanghai
Anshan	CN	41.12361	122.99	1450000	Asia/Shanghai
Karaj	IR	35.83266	50.99155	1448075	Asia/Tehran
Kathmandu	NP	27.70169	85.3206	1442271	Asia/Kathmandu
Daejeon	KR	36.34913	127.38493	1441203	Asia/Seoul
Baoji	CN	34.36775	107.23705	1437802	Asia/Shanghai
Suqian	CN	33.94917	118.29583	1437685	Asia/Shanghai
Liuzhou	CN	24.32405	109.40698	1436599	Asia/Shanghai
Tirunelveli	IN	8.72742	77.6838	1435844	Asia/Kolkata
Konya	TR	37.87135	32.48464	1433861	Europe/Istanbul
Zhangjiagang	CN	31.865	120.53889	1432044	Asia/Shanghai
Agra	IN	27.18333	78.01667	1430055	Asia/Kolkata
Tabriz	IR	38.08	46.2919	1424641	Asia/Tehran
Makassar	ID	-5.14861	119.43194	1423877	Asia/Makassar
Kharkiv	UA	49.98177	36.25475	1421125	Europe/Kyiv
Jinjiang	CN	24.81978	118.57415	1416151	Asia/Shanghai
Faridabad	IN	28.41124	77.31316	1414050	Asia/Kolkata
Bozhou	CN	33.87722	115.77028	1409436	Asia/Shanghai
Qujing	CN	25.48333	103.78333	1408500	Asia/Shanghai
South Tangerang	ID	-6.28862	106.71789	1404785	Asia/Jakarta
San Diego	US	32.71571	-117.16472	1404452	America/Los_Angeles
Gwangju	KR	35.15472	126.91556	1401235	Asia/Seoul
Zhanjiang	CN	21.23391	110.38749	1400709	Asia/Shanghai
Fushun	CN	41.88669	123.94363	1400646	Asia/Shanghai
Rājkot	IN	22.29161	70.79322	1390640	Asia/Kolkata
Luoyang	CN	34.67345	112.43684	1390581	Asia/Shanghai
Guadalajara	MX	20.67738	-103.34749	1385629	America/Mexico_City
The Bronx	US	40.84985	-73.86641	1385108	America/New_York
Guankou	CN	28.15861	113.62709	1380000	Asia/Shanghai
Huế	VN	16.4619	107.59546	1380000	Asia/Bangkok
Milan	IT	45.46427	9.18951	1371498	Europe/Rome
Najafgarh	IN	28.60922	76.97982	1365000	Asia/Kolkata
N'Djamena	TD	12.10672	15.0444	1359526	Africa/Ndjamena
Handan	CN	36.60999	114.48764	1358318	Asia/Shanghai
Bannu	PK	32.98527	70.60403	1357890	Asia/Karachi
Yichang	CN	30.71444	111.28472	1350150	Asia/Shanghai
Antananarivo	MG	-18.91368	47.53613	1349501	Indian/Antananarivo
Heze	CN	35.23929	115.47358	1346717	Asia/Shanghai
Abobo	CI	5.41613	-4.0159	1340083	Africa/Abidjan
Jamshedpur	IN	22.80278	86.18545	1339438	Asia/Kolkata
Douala	CM	4.04827	9.70428	1338082	Africa/Douala
Antalya	TR	36.90812	30.69556	1335002	Europe/Istanbul
Basrah	IQ	30.50852	47.7804	1326564	Asia/Baghdad
Dallas	US	32.78306	-96.80667	1326087	America/Chicago
Saitama	JP	35.90807	139.65657	1324854	Asia/Tokyo
Gorakhpur	IN	29.44768	75.67206	1324570	Asia/Kolkata
Niamey	NE	13.51366	2.1098	1323691	Africa/Niamey
Liupanshui	CN	26.59444	104.83333	1320825	Asia/Shanghai
Taguig	PH	14.5243	121.0792	1308085	Asia/Manila
Maoming	CN	21.66625	110.91364	1307802	Asia/Shanghai
Calgary	CA	51.05011	-114.08529	1306784	America/Edmonton
Tripoli	LY	32.88743	13.18733	1302947	Africa/Tripoli
Callao	PE	-12.05162	-77.13452	1300000	America/Lima
Madinah	SA	24.46861	39.61417	1300000	Asia/Riyadh
Yaoundé	CM	3.86667	11.51667	1299369	Africa/Douala
Qinzhou	CN	21.98247	108.65061	1296300	Asia/Shanghai
Luohe	CN	33.57424	114.03261	1294974	Asia/Shanghai
Xiangyang	CN	32.0422	112.14479	1294733	Asia/Shanghai
Yangjiang	CN	21.85563	111.96272	1292987	Asia/Shanghai
Yixing	CN	31.36059	119.82016	1285785	Asia/Shanghai
Pimpri	IN	18.62292	73.80696	1284606	Asia/Kolkata
Da Nang	VN	16.06778	108.22083	1276000	Asia/Ho_Chi_Minh
Amman	JO	31.95522	35.94503	1275857	Asia/Amman
Budta	PH	7.20417	124.43972	1273715	Asia/Manila
Belgrade	RS	44.80401	20.46513	1273651	Europe/Belgrade
Biên Hòa	VN	10.94469	106.82432	1272235	Asia/Ho_Chi_Minh
Qingpu	CN	31.15394	121.11408	1271424	Asia/Shanghai
Montevideo	UY	-34.90328	-56.18816	1270737	America/Montevideo
Xuchang	CN	34.03189	113.86299	1265536	Asia/Shanghai
Kalyān	IN	19.2437	73.13554	1262255	Asia/Kolkata
Zigong	CN	29.34162	104.77689	1262064	Asia/Shanghai
Nizhniy Novgorod	RU	56.32867	44.00205	1259013	Europe/Moscow
Jepara	ID	-6.5924	110.671	1257912	Asia/Jakarta
Maputo	MZ	-25.96553	32.58322	1254837	Africa/Maputo
Xuzhou	CN	34.20442	117.28386	1253991	Asia/Shanghai
Dammam	SA	26.43442	50.10326	1252523	Asia/Riyadh
Ra’s Bayrūt	LB	33.9	35.48333	1251739	Asia/Beirut
Neijiang	CN	29.58354	105.06216	1251095	Asia/Shanghai
Shiraz	IR	29.61031	52.53113	1249942	Asia/Tehran
Heshan	CN	28.56938	112.34733	1249807	Asia/Shanghai
Dombivali	IN	19.21667	73.08333	1247327	Asia/Kolkata
Kananga	CD	-5.89624	22.41659	1247168	Africa/Lubumbashi
Kazan	RU	55.78874	49.12214	1243500	Europe/Moscow
Jining	CN	35.405	116.58139	1241012	Asia/Shanghai
Barquisimeto	VE	10.0647	-69.35703	1240714	America/Caracas
